    4.339    1.473    3    5    0.915   10.800   32.720   39.800   18.600   64.800   86.000
    4.920    1.417    3    2    0.705    8.560   30.280   15.760   21.960   39.520   66.400
    3.648    3.780    3    2    0.620   14.160   28.560   48.800   24.440   63.200   78.000
    2.916    4.916    1    1    0.885    6.280   27.920    4.520   13.880   37.160   46.800
    3.127    1.691    3    2    1.960   13.400   45.200   47.120   35.120   93.920  123.840
    3.441    4.719    2    5    3.155    9.280   62.400   48.800   24.280   55.600  151.600
    3.336    4.613    3    5    1.280    5.920   38.520   24.960   23.280   49.200   81.600
    3.649    2.674    1    2    1.785    7.440   23.720    9.652   17.720   58.400   58.000
    3.875    4.924    3    5    1.895   11.480   52.000   25.280   26.720   35.600  141.600
    2.612    4.114    3    1    0.570    4.880   27.320   33.800    7.440   58.400   47.600
    2.340    4.141    3    1    0.540    5.480   35.720   17.400   10.600   36.880   53.200
    3.811    1.318    3    2    0.750   12.600   36.200   16.400   26.600   39.800   80.800
    3.661    3.788    3    2    0.875   14.640   28.880   65.200   20.800   69.600   76.400
    4.340    3.736    2    3    2.818   11.240   35.040   29.120   21.960   46.000   80.800
    2.972    0.988    2    3    3.805    9.160   67.040  112.040   28.880  229.560  219.320
    2.286    3.068    3    3    0.605    9.680   27.320   28.800   12.800   56.600   67.160
    1.813    2.116    3    3    1.003   11.320   33.480   21.200   20.560   48.800  110.000
    3.379    4.308    3    5    1.900    8.520   46.400   10.280   24.800   36.440   83.600
    1.965    2.807    3    3    0.895   12.600   41.600   60.720   24.160   89.680  102.440
    3.559    4.009    2    3    4.020    6.160   60.800   21.080   21.960   52.000  101.600
    2.267    4.189    3    1    0.560    6.640   35.120   12.720   11.120   39.640   57.200
    2.965    1.002    2    3    1.390   10.360   45.600   57.200   24.600  129.200  149.200
    3.120    1.469    1    3    1.910    2.120   31.120   11.600    8.000   69.160   50.400
    3.454    4.654    2    5    1.070    7.800   38.240   10.880   19.920   29.880   70.800
    1.071    1.567    2    3    0.795    9.960   29.080    9.920   15.280   37.480   65.600
    3.573    3.542    3    5    0.550    9.560   26.600   50.400   16.000   77.200   76.000
    3.331    4.609    3    5    1.255    7.000   42.800   49.600   25.440   80.400  101.600
    3.541    1.739    4    3    2.055    6.320   29.800   10.800   20.800   43.600   59.360
    3.303    3.963    3    3    1.220   11.000   34.040   51.600   20.320   80.800   90.000
    3.316    2.987    3    5    0.975   14.600   33.000   30.100   23.600   48.800   83.200
    1.879    1.171    3    1    0.465    4.000   24.640   23.320    9.160   54.800   44.400
    1.122    2.267    3    2    1.145   11.080   37.080   14.800   31.560   47.600   74.400
    4.423    1.078    3    5    1.525   16.920   38.600   22.000   26.800   46.800   87.600
    1.241    1.155    1    1    1.455    4.520   20.200    7.280   12.680   36.520   39.600
    1.706    1.848    3    3    1.120   11.920   34.840   20.720   19.960   41.200   83.200
    3.260    5.420    3    2    1.819   11.720   38.040   17.600   28.600   35.800   82.400
    4.081    0.897    3    5    0.495   11.200   22.400   14.320   10.920   32.760   50.400
    3.077    2.926    2    2    2.120   10.120   35.320   12.320   21.520   42.400   64.800
    3.406    4.741    2    5    2.150    7.320   48.000   28.960   19.720   42.800  120.800
    3.699    3.800    3    2    0.650   11.600   27.440   35.560   19.280   80.800   74.000
    1.619    2.883    3    3    0.840    6.800   30.560   22.840   16.080   50.400   58.800
    3.196    1.814    1    2    3.925   12.920   25.600   47.400   26.120   84.160   92.360
    3.447    4.733    2    5    1.980    8.400   40.800   27.120   17.680   39.920  108.000
    3.009    4.738    3    1    0.450    3.536   25.640   12.440   10.000   34.000   39.400
    3.452    4.736    2    5    2.960    7.200   45.200   38.960   15.000   70.400  148.400
    2.908    1.263    3    1    1.685    9.840   31.280    9.400   14.720   34.560   84.320
    4.578    1.512    3    2    1.305   13.520   45.520   17.500   27.200   38.960   77.600
    3.512    5.124    2    1    4.227    9.640   48.400   16.880   22.920   34.640  136.800
    3.312    2.991    3    5    0.980   12.520   32.600   22.700   19.400   41.600   72.800
    2.159    2.041    3    2    1.570   10.440   37.720   17.440   28.320   49.600   81.600
    4.742    1.381    3    2    0.860   11.880   32.720   15.120   23.480   32.840   63.600
    3.592    4.027    2    3    2.170   10.840   55.200   12.520   29.480   37.680   74.400
    3.152    3.272    3    2    1.560   12.800   42.600   34.000   23.520   76.400   94.000
    4.781    1.375    3    2    0.810   10.880   27.440   12.080   20.840   36.280   58.800
    2.319    2.405    3    5    1.710   12.840   43.400   56.240   26.960  104.680  125.400
    3.617    2.084    3    2    0.845   12.800   33.720   27.920   26.200   78.800   79.600
    2.278    0.929    3    1    0.357    4.080   19.360   13.240    6.560   35.400   46.800
    3.792    2.695    1    2    1.535    6.760   20.320    5.880   13.400   55.200   52.400
    4.113    2.700    1    2    1.285    1.552    8.720   13.640    7.160   84.400   65.200
    3.043    4.698    3    1    1.820    3.924   27.360    7.600   10.440   27.040   39.800
    3.271    2.160    3    5    0.945   13.320   37.800   37.400   32.600   59.040  104.360
    1.433    1.525    3    5    1.605    7.360   67.600   13.480   16.200   49.600   75.200
    3.184    2.098    3    2    2.230   11.920   37.800   24.600   37.720   44.880   96.600
    3.675    4.293    2    3    0.890    8.600   37.680    4.400   22.960   26.760   66.000
    3.681    5.690    2    2    1.898   12.640   54.000   15.160   28.360   59.200   86.000
    2.461    3.423    4    5    0.370    3.140   22.600   15.720    6.080   29.360   47.200
    4.576    1.411    3    2    1.380   11.280   37.600   15.640   25.760   34.440   71.600
    2.223    0.580    3    2    0.285    9.600   38.000   14.160   24.520   44.000   76.000
    3.031    1.201    3    3    0.610    6.440   21.840   16.400   10.360   52.560   51.240
    3.347    2.505    1    2    0.625    6.960   33.200    5.360   19.200   41.200   43.600
    2.465    4.003    3    1    0.325    3.192   21.400    9.720    4.720   24.640   35.080
    3.175    2.102    3    2    1.985   12.200   38.400   18.920   37.200   42.680   89.840
    3.733    0.974    3    2    0.950    8.920   40.800   15.400   26.520   36.600   74.000
    3.085    1.677    3    2    2.040   11.800   40.400   26.200   29.800   63.920  107.200
    2.595    3.638    3    5    0.325    3.712   14.520   17.520    4.760   44.400   40.800
    4.279    3.283    3    2    0.830   13.360   33.600   19.200   24.640   36.360   84.400
    2.933    0.978    2    3    0.800   12.400   31.440  166.400   16.000  146.800  100.400
    3.590    4.033    2    3    2.080    7.920   56.400   11.520   24.840   37.560   79.600
    2.883    1.237    3    1    2.550    8.520   31.240   12.120   16.120   36.560   96.960
    2.429    1.620    3    3    2.535   11.840   52.400   31.960   26.640   77.600  126.800
    2.333    2.417    3    5    1.435    9.120   37.440   53.200   21.320  107.600  110.320
    0.626    1.652    1    2    0.375    7.280   33.320    4.200   14.400   37.120   46.400
    2.969    0.778    2    2    1.930   12.440   43.040   77.320   33.760  157.280  166.280
    0.971    1.576    3    3    1.215   10.080   29.280    9.800   15.200   35.640   64.000
    1.392    1.846    3    3    1.050   10.600   39.240    7.440   20.000   37.680   48.400
    2.540    3.320    3    3    1.260    9.760   45.320   17.200   17.600   53.600   62.800
    1.738    1.771    3    3    0.685   11.920   33.640   19.640   16.240   41.600   76.000
    2.243    3.031    3    3    0.705   11.800   29.920   19.200   14.600   34.000   59.880
    3.656    2.630    1    2    1.385    2.072    9.720    9.232    5.360   80.400   49.200
    2.325    4.143    3    1    0.505    5.480   34.000   14.000   10.920   33.240   54.400
    4.550    1.416    3    2    1.740   12.400   44.320   18.100   27.720   41.600   73.600
    4.325    1.436    3    5    0.560   11.600   26.920   19.400   13.720   36.760   57.200
    3.669    4.291    2    3    1.917    8.440   33.480    8.400   18.720   35.120   59.600
    1.877    1.186    3    1    0.320    3.800   18.200   26.160    6.440   45.200   39.880
    3.044    1.123    3    3    0.630   12.000   31.280   18.040   18.680   38.240   80.760
    3.001    2.581    2    2    4.180    9.600   45.320    8.200   22.200   42.040   81.720
    3.136    2.091    3    2    1.110   14.200   34.800   17.920   30.320   38.720   79.000
    2.633    3.650    3    5    0.425    3.092   22.120   16.200    5.040   50.400   61.600
    3.721    4.239    3    3    0.280    8.000   25.960   18.000   12.280   41.200   46.400
    2.333    2.367    3    5    1.390   12.360   42.120   59.160   28.200  101.920  135.880
    4.038    2.354    1    4    2.805   12.200   39.200   10.500   32.920   44.000   65.600
    3.117    1.702    3    2    1.710   14.120   42.800   30.000   35.000   58.600  106.360
    1.824    0.999    3    1    0.165    3.752   18.600   23.640    7.080   56.400   44.000
    2.850    1.890    1    2    1.360    2.816   10.760    8.680    7.080   53.600   28.880
    2.502    3.988    3    1    0.240    3.760   18.920   20.720    5.200   22.360   32.240
    1.443    1.509    3    5    1.445    7.760   61.200   15.400   20.680   50.800   75.600
    2.008    1.350    3    1    0.515    5.000   32.560   16.040    8.960   35.040   50.400
    2.978    4.009    3    5    0.560    6.520   24.400    8.352   12.400   25.400   49.200
    1.662    1.425    3    3    0.905   11.240   37.400   44.400   16.560   82.000   78.400
    1.587    1.080    3    1    0.605    5.160   29.280   26.240   11.440   54.000   54.000
    3.994    3.814    3    5    2.423   14.480   45.600   32.520   28.320   80.400   84.000
    4.383    2.279    1    2    0.785    7.840   35.920    6.720   22.720   43.600   60.800
    2.901    4.919    1    1    0.810    4.640   28.600    5.480   14.920   28.800   42.000
    4.156    1.242    2    4    1.100    7.840   32.200    5.720   17.920   32.480   44.000
    4.475    3.526    4    2    0.951   15.280   29.240   38.960   20.360   78.800   70.800
    2.580    3.654    3    5    0.275    3.552   16.200    7.480    4.640   20.200   33.440
    0.701    1.997    1    3    1.580   12.600   60.800    9.840   32.200   64.800   86.000
    3.649    3.887    3    2    1.060   11.480   41.600   26.440   29.240   51.200   80.800
    2.623    0.853    3    3    2.580   11.640   45.200   29.240   27.360   59.200  106.400
    1.315    1.975    2    3    3.680   11.120   52.000   14.440   28.720   56.400   89.600
    3.656    2.670    1    2    1.875   11.120   36.120    9.520   25.400   70.000   65.200
    4.426    0.821    2    2    0.805   13.000   48.320    8.760   26.000   27.200   61.600
    2.882    3.693    3    5    0.535    4.600   20.800    8.760    5.400   27.040   32.920
    1.108    1.535    2    3    2.055    8.080   50.400   60.000   23.160  195.600  108.000
    4.840    1.089    2    2    0.555   10.280   27.640   10.800   19.600   36.520   64.800
    1.468    2.192    2    3    1.510   10.920   57.600   10.880   30.680   44.400   80.400
    2.319    4.103    3    1    0.580    5.480   36.000   20.520   10.920   34.880   50.400
    3.585    4.040    2    3    1.970    8.000   51.200   24.640   25.760   66.000   99.200
    3.647    3.786    3    2    0.765   13.840   29.720   42.000   20.960   70.800   90.800
    2.310    2.732    2    2    0.735   12.720   39.000   17.680   23.240   39.200   79.040
    3.962    2.009    3    2    1.445   12.400   43.520   42.920   34.400   78.400  104.400
    3.470    5.555    2    2    2.234   13.480   45.200   12.520   29.680   48.400   64.000
    1.839    0.995    3    1    0.225    4.240   24.880   27.720   10.120   55.600   56.000
    1.706    1.165    3    1    0.740    4.360   20.400   25.520    8.680   60.800   62.400
    2.774    1.544    2    3    1.915    8.440   42.320   19.320   20.640   45.720   90.240
    3.493    5.092    2    1    3.421    9.800   52.400   14.800   20.440   34.320  134.400
    1.695    3.227    1    1    1.835    5.880   35.080   10.880   21.440   56.680   97.480
    4.409    1.084    3    5    1.770   17.320   37.720   18.920   27.000   48.800   89.200
    2.596    3.212    2    3    3.995    8.640   49.720   15.920   22.000   45.160  118.240
    1.897    1.220    3    1    0.260    3.480   16.240    9.240    4.760   27.000   27.200
    2.083    1.695    1    2    0.440    6.000   29.280   11.280   16.680   56.400   54.800
    3.673    4.278    2    3    1.015    9.280   44.000    7.360   19.280   34.000   70.400
    2.731    3.002    1    2    0.485    9.000   27.320    6.600   20.920   32.440   57.960
    4.264    3.391    3    2    2.828   11.160   32.640   79.200   24.960  135.200  132.800
    3.792    2.707    1    2    1.380    8.160   26.920    6.440   17.120   45.600   55.200
    3.390    1.048    2    2    1.660   10.120   42.920   24.600   29.320   57.280  123.320
    3.184    5.075    3    3    0.685    7.080   33.760   11.360   16.320   23.680   53.600
    3.644    2.677    1    2    0.930    9.560   37.400    6.772   23.120   51.200   56.400
    3.504    5.130    2    1    5.129    8.600   39.240   14.760   18.280   36.800  135.600
    2.242    3.036    3    3    0.725   10.320   26.320   17.000   12.720   34.080   56.720
    3.332    4.628    2    5    0.740    4.520   35.920   96.000   17.200   59.200   83.200
    3.498    3.196    2    2    0.990   15.120   32.800   14.500   22.920   36.240   65.600
    1.883    1.176    3    1    0.195    3.920   21.800   25.120    7.520   49.600   43.200
    3.322    3.001    3    5    1.340   14.320   35.000   25.300   23.120   44.400   81.200
    1.047    1.922    2    3    1.240   14.200   43.600   18.320   22.520   52.000   83.200
    3.843    3.121    3    5    1.840   10.800   39.520   33.320   35.280   44.400   86.000
    1.301    0.599    4    3    0.910   13.240   32.840   21.200   18.000   64.800   75.200
    1.106    1.548    2    3    1.270    9.160   52.800   19.120   19.440   65.200   65.200
    1.114    1.535    2    3    1.480    9.120   58.800  106.800   26.160  226.400  140.400
    1.511    0.734    2    1    1.245    7.840   47.200   22.640   21.960   64.400   71.200
    1.317    1.501    3    5    1.385    6.440   42.800  120.800   19.640   66.400   94.800
    1.439    1.523    3    5    1.720    7.240   54.800   16.400   16.520   52.400   75.600
    1.651    1.157    4    1    0.525    3.880   20.840   26.280    8.360   46.400   49.600
    1.701    1.169    3    1    0.690    4.240   23.480   17.040    9.040   52.400   45.600
    1.857    0.659    2    3    3.530   10.080   52.800   66.000   24.440  118.000  124.800
    1.346    1.954    2    3    0.930   10.560   39.040    9.000   20.240   38.120   69.200
    1.354    1.966    2    3    1.165   10.720   43.600    8.640   24.000   38.320   59.600
    1.350    1.970    2    3    3.810   10.120   60.800   17.920   27.080   64.800  102.000
    1.932    1.004    3    1    0.135    4.520   15.080   10.440    5.240   37.000   32.560
    1.837    1.037    3    1    0.215    3.880   23.000   23.440    8.160   46.800   44.000
    1.690    1.858    3    3    1.775   12.960   38.720   29.760   22.360   54.800   91.600
    1.720    1.833    3    3    0.585   11.600   31.680   24.360   15.960   50.000   76.800
    1.543    2.537    3    2    1.563   10.400   45.200   26.720   28.720   52.400  104.000
    2.353    1.274    3    1    0.275    4.320   15.400    8.240    4.200   32.560   37.880
    1.889    2.462    1    2    2.505   10.200   48.400   12.160   31.040   65.200   78.400
    2.327    2.417    3    5    1.385    9.680   39.720   58.720   22.600  116.480  123.000
    2.504    1.965    2    2    1.790   10.440   41.840   19.920   25.640   62.360   80.320
    2.599    1.996    3    2    2.115   13.160   43.080   61.320   53.200  172.120  133.880
    2.561    1.984    2    2    1.630   13.560   51.360   18.080   42.920   63.160   77.400
    2.898    1.274    3    1    2.700    6.520   32.760   15.560   15.000   38.280   99.600
    2.902    1.263    3    1    4.495   10.320   39.160   10.240   22.640   32.920  101.680
    3.085    1.214    3    3    0.765    7.680   18.520   37.600   11.280   68.400   86.200
    3.046    1.205    3    3    0.400   11.160   21.640    9.600   13.360   32.760   44.000
    3.025    1.201    3    3    0.320    5.600   18.520   12.920    7.200   40.200   43.720
    2.040    3.153    3    1    0.655    5.000   16.560   17.200    8.240   41.880   51.240
    2.234    2.737    2    2    1.110   14.600   39.280   10.280   24.440   47.800   71.120
    2.220    2.732    2    2    0.770   12.280   43.480   16.000   23.880   44.400   62.280
    2.224    2.728    2    2    1.205   13.800   46.840   11.360   27.440   41.040   85.520
    2.580    2.311    2    2    1.555    8.840   40.160   15.400   23.920   51.240   77.560
    2.254    3.045    3    3    0.575    9.680   27.120   31.800   13.200   54.280   66.920
    2.656    2.656    3    2    0.525   12.520   26.120   79.200   18.000  138.560   91.480
    3.465    1.393    3    3    0.705   12.520   28.720   48.720   17.600   86.680   96.600
    2.553    3.314    3    3    0.990    8.800   38.720    9.280   15.720   38.000   60.120
    2.538    3.314    3    3    1.655    8.960   50.600   31.520   17.320   90.360   81.600
    2.402    3.979    3    1    0.515    4.080   30.120   13.120    8.200   26.960   43.200
    2.456    3.990    3    1    0.350    3.272   26.320   11.600    4.920   27.680   37.160
    2.537    3.768    3    1    0.230    3.792   18.200    8.720    5.680   26.840   32.080
    2.584    3.649    3    5    0.305    3.720   18.000   17.120    5.600   48.400   44.800
    3.887    1.663    3    2    1.535   15.200   40.720   29.600   32.400   56.800   85.600
    4.412    1.088    3    5    1.530   17.720   39.520   17.720   26.400   47.600   80.800
    2.795    3.645    3    5    0.300    4.240   17.320   13.400    6.320   37.760   27.120
    2.837    3.679    3    5    0.425    5.080   22.720    4.680    8.000   22.560   31.480
    2.832    3.676    3    5    0.360    6.680   26.120    4.440   11.800   18.960   28.920
    3.308    2.963    3    5    1.060   17.320   36.000   28.000   23.920   50.000   78.400
    3.422    2.851    3    3    0.900    9.520   38.720   49.000   26.200   70.400   94.800
    3.692    2.430    1    2    1.610    5.000   19.400    9.440    8.760   42.800   31.160
    4.331    1.449    3    5    0.950   12.000   29.200   19.600   18.720   37.880   61.200
    4.333    1.455    3    5    0.820   10.320   29.800   32.100   16.720   63.200   67.600
    4.502    1.167    3    5    0.860   12.120   28.400   12.700   20.120   37.080   61.600
    3.228    3.617    3    2    1.835   13.320   47.400   45.920   24.000   80.400   90.000
    3.768    2.775    1    2    0.220   10.800   26.320    6.672   17.520   31.880   45.200
    3.768    2.675    1    2    1.095   12.120   41.320    6.200   28.800   46.800   56.800
    3.798    2.694    1    2    0.995    9.680   32.800    5.380   19.120   51.200   54.000
    4.590    1.414    3    2    0.960   11.720   35.200   16.400   21.920   30.760   64.800
    4.571    1.407    3    2    1.400   10.720   38.640   15.240   26.400   38.400   70.800
    4.745    1.372    3    2    0.690   11.960   35.640   16.440   23.680   34.120   66.400
    4.788    1.647    3    2    0.720    8.800   34.080   11.400   26.720   32.680   63.200
    2.974    4.937    2    1    2.260    5.880   36.440   12.640   21.520   36.280   77.600
    2.906    4.922    1    1    1.130    4.320   20.320    5.920   13.200   21.600   32.840
    3.109    4.729    3    1    0.645    3.124   22.680    8.400    8.880   28.560   42.400
    3.040    4.713    3    1    0.630    3.668   23.960    7.240    9.360   26.000   36.640
    3.919    3.466    3    5    0.860    9.760   28.400   12.800   17.480   28.600   58.800
    4.189    3.045    3    4    1.645    8.080   46.400   35.600   20.320   67.600   90.400
    3.652    4.312    1    3    3.149   10.720   51.200    8.240   27.720   56.000   98.000
    3.894    3.805    3    5    0.552   14.320   29.000   50.000   20.120   91.200   79.200
    3.917    3.773    3    5    1.568   13.560   30.360   18.400   22.280   43.600   71.600
    3.925    3.779    3    5    0.855   14.240   29.200   11.400   21.000   29.680   59.600
    4.252    3.292    3    2    0.733   11.800   26.000   39.200   22.240   65.600   74.000
    4.292    3.290    3    2    2.080   11.920   31.680   71.600   28.640   52.800  110.800
    4.283    3.278    3    2    0.844   13.880   37.120   21.040   26.480   34.680   90.000
    3.530    4.999    1    1    0.490    7.440   34.520    4.640   16.760   31.640   56.800
    4.070    4.157    3    3    1.916   14.360   47.600   45.600   28.440   50.000   90.800
    4.610    3.315    1    2    1.384   12.680   30.760    7.480   20.720   48.000   46.800
    3.605    5.345    3    3    0.849    9.040   29.480   18.400   17.560   35.000   58.000
